,surface_reelle_bati,code_commune,type_local,valeur_fonciere
995600,23.0,94080,Appartement,243800.0
995983,106.0,94077,Maison,418000.0
968543,120.0,93032,Maison,370000.0
973641,29.0,93048,Appartement,249000.0
995200,74.0,94054,Maison,174000.0
1053664,121.0,75116,Appartement,1632400.0
992402,49.0,94034,Appartement,145000.0
959793,55.0,92075,Appartement,377000.0
971500,18.0,93059,Appartement,81000.0
979184,65.0,93005,Maison,260000.0
995285,44.0,94073,Appartement,185000.0
1038130,22.0,75117,Appartement,195000.0
1060834,80.0,75111,Appartement,825000.0
983742,80.0,93029,Maison,365000.0
973099,10.0,93048,Appartement,142000.0
977046,61.0,93049,Appartement,450000.0
992454,66.0,94034,Appartement,365000.0
999454,55.0,94018,Maison,570000.0
1042204,15.0,75110,Appartement,199000.0
955820,72.0,92044,Appartement,742000.0
988492,100.0,94068,Maison,934000.0
992171,77.0,94018,Appartement,693740.0
1041840,50.0,75117,Appartement,515000.0
965870,30.0,92071,Appartement,864850.0
949573,83.0,92073,Appartement,503700.0
965155,94.0,92022,Appartement,635500.0
966661,93.0,92022,Appartement,680000.0
1040986,32.0,75110,Appartement,901950.0
996651,17.0,94076,Appartement,106115.0
946704,47.0,92024,Appartement,351000.0
979205,83.0,93032,Appartement,338350.0
987535,88.0,94058,Appartement,545500.0
957874,82.0,92023,Appartement,620000.0
1045635,42.0,75118,Appartement,1820000.0
991567,80.0,94073,Appartement,215000.0
957766,82.0,92060,Appartement,600000.0
1065311,53.0,75111,Appartement,471000.0
965605,60.0,92049,Appartement,385000.0
983974,50.0,94073,Appartement,239000.0
958157,67.0,92012,Appartement,614000.0
958090,77.0,92049,Appartement,555000.0
975505,55.0,93061,Appartement,380000.0
950509,45.0,92004,Appartement,314450.0
957182,32.0,92060,Appartement,248000.0
959180,49.0,92012,Appartement,468000.0
1065294,30.0,75112,Appartement,300000.0
1029527,26.0,75102,Appartement,302400.0
1057569,30.0,75111,Appartement,240000.0
1044142,59.0,75110,Appartement,415000.0
990248,27.0,94037,Appartement,190000.0
996326,92.0,94028,Appartement,410000.0
991023,35.0,94041,Maison,265000.0
1040742,35.0,75118,Appartement,363000.0
952623,42.0,92025,Appartement,230000.0
971262,92.0,93029,Maison,374000.0
984716,52.0,94022,Maison,379000.0
1030290,39.0,75110,Appartement,456590.0
950892,74.0,92026,Appartement,540000.0
972492,101.0,93051,Maison,700000.0
1059441,45.0,75105,Appartement,499000.0
1060353,15.0,75115,Appartement,207000.0
991680,92.0,94052,Appartement,774000.0
986486,66.0,94004,Appartement,165000.0
968614,35.0,93055,Appartement,220000.0
949632,110.0,92051,Appartement,1350000.0
1046056,115.0,75108,Appartement,1275000.0
988039,49.0,94076,Appartement,229000.0
959858,50.0,92002,Maison,450000.0
1064472,100.0,75106,Appartement,1942000.0
953258,70.0,92004,Appartement,393811.0
961737,65.0,92040,Appartement,590000.0
1058673,68.0,75116,Appartement,582000.0
973436,59.0,93030,Appartement,150000.0
1035669,100.0,75109,Appartement,1182000.0
1043578,24.0,75118,Appartement,395000.0
972346,33.0,93055,Appartement,2300000.0
1044633,35.0,75117,Appartement,310000.0
994923,88.0,94028,Appartement,256000.0
960094,41.0,92049,Appartement,387000.0
1047525,47.0,75112,Appartement,505000.0
976675,36.0,93008,Appartement,125000.0
963757,7.0,92012,Appartement,250000.0
958757,63.0,92014,Appartement,305290.0
1031047,37.0,75120,Appartement,380400.0
1050571,200.0,75115,Maison,2220000.0
958496,145.0,92040,Maison,1173500.0
1057736,153.0,75106,Appartement,2285385.0
963486,40.0,92049,Appartement,240000.0
945307,62.0,92025,Maison,340000.0
1051319,35.0,75114,Appartement,450000.0
968370,45.0,93007,Maison,295000.0
1039709,56.0,75118,Appartement,581170.0
952507,42.0,92026,Appartement,220000.0
1036964,61.0,75117,Appartement,653050.0
1050289,109.0,75115,Appartement,958000.0
988882,56.0,94080,Appartement,554500.0
1046286,26.0,75119,Appartement,280000.0
950392,26.0,92044,Appartement,184000.0
999469,27.0,94073,Appartement,105000.0
984490,75.0,94042,Maison,536585.0
976073,75.0,93079,Maison,269000.0
967041,210.0,92076,Maison,1786000.0
952085,62.0,92004,Appartement,220000.0
950740,47.0,92044,Appartement,388500.0
996274,56.0,94021,Appartement,230000.0
1061463,16.0,75107,Appartement,185000.0
970210,45.0,93073,Maison,180000.0
1055575,16.0,75115,Appartement,135000.0
999047,36.0,94068,Appartement,250000.0
997114,65.0,94017,Appartement,271000.0
1063849,21.0,75116,Appartement,367000.0
966271,48.0,92040,Appartement,445000.0
953362,112.0,92063,Maison,1105100.0
1063756,65.0,75113,Appartement,495000.0
971129,25.0,93077,Appartement,127000.0
992459,62.0,94019,Appartement,183000.0
960066,75.0,92023,Appartement,419000.0
995648,68.0,94016,Appartement,375500.0
1060742,109.0,75107,Appartement,4040200.0
1064675,5.0,75116,Appartement,960000.0
991451,124.0,94034,Maison,729000.0
950322,65.0,92051,Appartement,890000.0
1033373,32.0,75117,Appartement,385000.0
1059046,175.0,75107,Appartement,2033077.0
983953,45.0,94041,Appartement,315000.0
1038170,59.0,75119,Appartement,626213.0
993537,126.0,94038,Maison,915000.0
1054043,15.0,75113,Appartement,184762.0
1031312,76.0,75117,Appartement,1010500.0
1040408,65.0,75108,Appartement,635000.0
954621,27.0,92026,Appartement,210000.0
982684,63.0,93051,Appartement,328000.0
1062939,27.0,75114,Appartement,293000.0
976293,75.0,93006,Appartement,415000.0
995400,29.0,94002,Appartement,188500.0
991267,80.0,94081,Appartement,200000.0
1044774,45.0,75102,Appartement,750000.0
964583,41.0,92019,Appartement,172000.0
957183,32.0,92064,Appartement,220000.0
1035673,21.0,75118,Appartement,175000.0
996171,29.0,94077,Appartement,102500.0
970996,77.0,93032,Maison,290000.0
994016,66.0,94077,Maison,319000.0
955059,73.0,92026,Appartement,444000.0
987210,65.0,94068,Appartement,640000.0
1058894,77.0,75115,Appartement,850000.0
971183,50.0,93048,Appartement,227000.0
965559,24.0,92012,Appartement,253000.0
972332,46.0,93071,Appartement,136000.0
956093,24.0,92062,Appartement,155000.0
971032,59.0,93030,Appartement,180000.0
975728,55.0,93032,Appartement,170000.0
1000376,23.0,94053,Appartement,90000.0
1061685,64.0,75115,Appartement,754700.0
985293,142.0,94068,Maison,1031000.0
1064111,26.0,75112,Appartement,236000.0
959711,70.0,92075,Maison,860000.0
1039036,171.0,75108,Appartement,2810080.0
959141,53.0,92014,Appartement,192700.0
962047,80.0,92048,Appartement,770000.0
1049020,24.0,75111,Appartement,205000.0
1064774,38.0,75111,Appartement,320000.0
964857,83.0,92023,Maison,616930.0
958897,35.0,92019,Appartement,187500.0
945940,50.0,92026,Appartement,360000.0
1043748,20.0,75104,Appartement,340000.0
947689,52.0,92063,Appartement,259947.0
965827,18.0,92040,Appartement,113400.0
955101,39.0,92026,Appartement,250000.0
1046484,24.0,75119,Appartement,105000.0
956632,64.0,92020,Appartement,474380.0
1065229,31.0,75115,Appartement,245000.0
985988,72.0,94015,Appartement,285000.0
1047188,49.0,75113,Appartement,413000.0
974347,44.0,93046,Appartement,146000.0
969396,41.0,93031,Appartement,116000.0
1057262,62.0,75106,Appartement,929700.0
1056094,37.0,75116,Appartement,312500.0
1034695,28.0,75119,Appartement,243500.0
987852,46.0,94033,Appartement,301000.0
1036651,69.0,75119,Appartement,459800.0
977507,44.0,93005,Maison,330000.0
1047076,27.0,75112,Appartement,255000.0
1062198,30.0,75113,Appartement,306587.0
1061480,50.0,75112,Appartement,3441378.8
1058252,27.0,75115,Appartement,280000.0
1050517,88.0,75116,Appartement,735000.0
1000603,30.0,94044,Appartement,133000.0
996730,79.0,94033,Appartement,736500.0
976565,90.0,93057,Maison,470000.0
948163,40.0,92062,Appartement,293200.0
967926,31.0,93015,Appartement,105000.0
1063771,55.0,75112,Appartement,604470.0
996859,43.0,94042,Appartement,307800.0
994600,60.0,94017,Maison,2876000.0
971980,130.0,93032,Maison,360000.0
1051700,235.0,75116,Appartement,3850000.0
1031980,35.0,75119,Appartement,330000.0
1060680,115.0,75116,Appartement,1950760.0
996476,68.0,94028,Appartement,210362.0
969343,93.0,93046,Appartement,460000.0
1059758,27.0,75114,Appartement,280000.0
983746,28.0,93055,Appartement,98000.0
1032295,72.0,75110,Appartement,820000.0
955068,103.0,92004,Maison,1255950.0
946673,49.0,92026,Appartement,375000.0
1000826,50.0,94068,Appartement,360975.62
999748,76.0,94017,Appartement,301000.0
966355,109.0,92075,Maison,1275000.0
962788,65.0,92048,Appartement,540000.0
949974,28.0,92026,Appartement,205000.0
962424,116.0,92020,Maison,813500.0
971565,114.0,93007,Maison,372000.0
1048507,146.0,75106,Appartement,2446079.0
998923,54.0,94017,Maison,400000.0
976287,82.0,93066,Appartement,585000.0
1038131,29.0,75120,Appartement,213000.0
972878,38.0,93051,Appartement,191000.0
989968,30.0,94058,Appartement,160000.0
945911,42.0,92026,Appartement,285000.0
1034967,38.0,75118,Appartement,290000.0
947703,50.0,92026,Appartement,330000.0
981813,76.0,93007,Maison,442000.0
998102,26.0,94068,Appartement,174700.0
962725,96.0,92012,Appartement,217500.0
950312,65.0,92044,Appartement,650000.0
1053457,220.0,75114,Maison,2565515.0
1045991,35.0,75120,Appartement,370130.0
949343,35.0,92051,Appartement,410000.0
1061423,45.0,75111,Appartement,530000.0
950325,56.0,92035,Appartement,402470.0
1056130,25.0,75105,Appartement,290000.0
1040437,48.0,75119,Appartement,585000.0
1037439,32.0,75117,Appartement,240000.0
973052,50.0,93032,Maison,438000.0
952649,42.0,92004,Appartement,285000.0
967211,71.0,93031,Appartement,163000.0
971246,36.0,93057,Appartement,105000.0
956276,50.0,92024,Maison,700000.0
970816,65.0,93006,Maison,515000.0
985747,49.0,94076,Appartement,235000.0
1057064,102.0,75111,Appartement,1015000.0
1048264,75.0,75106,Appartement,1025180.0
990611,75.0,94033,Appartement,472000.0
1045874,18.0,75103,Appartement,457000.0
947985,72.0,92044,Appartement,667000.0
1031521,165.0,75118,Appartement,3693500.0
993869,60.0,94076,Maison,420000.0
960792,196.0,92048,Maison,1537000.0
999453,51.0,94046,Appartement,250600.0
1033810,20.0,75118,Appartement,230000.0
1065070,32.0,75106,Appartement,719730.0
983861,62.0,94018,Appartement,580000.0
949751,33.0,92024,Appartement,228000.0
995193,19.0,94046,Appartement,103563.59
964818,88.0,92023,Maison,500000.0
1035498,40.0,75104,Appartement,538500.0
1041437,24.0,75104,Appartement,435000.0
967992,63.0,93055,Appartement,480000.0
948771,34.0,92025,Appartement,205000.0
964610,56.0,92048,Appartement,192000.0
994091,36.0,94080,Appartement,177558.0
1056958,85.0,75115,Appartement,1012500.0
959666,118.0,92012,Appartement,1050000.0
1043366,22.0,75102,Appartement,225000.0
1030654,17.0,75117,Appartement,196000.0
946467,50.0,92009,Appartement,285000.0
1036719,33.0,75120,Appartement,343650.0
1061772,35.0,75107,Appartement,681500.0
967172,77.0,93055,Appartement,499387.0
1052181,30.0,75116,Appartement,380000.0
988805,70.0,94071,Maison,380000.0
976978,62.0,93066,Appartement,307500.0
997166,66.0,94033,Appartement,250000.0
971170,65.0,93048,Appartement,426000.0
1030074,49.0,75117,Appartement,580000.0
1049879,50.0,75112,Appartement,546430.0
1043175,39.0,75117,Appartement,340000.0
977529,43.0,93046,Appartement,157000.0
972788,21.0,93059,Appartement,690000.0
987927,102.0,94068,Appartement,225000.0
955275,95.0,92051,Appartement,1228600.0
994995,187.0,94038,Maison,769750.0
1037718,45.0,75102,Appartement,611050.0
1064331,40.0,75115,Appartement,420000.0
1065284,15.0,75111,Appartement,170000.0
1039295,48.0,75118,Appartement,435000.0
978480,68.0,93010,Appartement,155000.0
991347,62.0,94079,Appartement,272000.0
1053940,103.0,75107,Appartement,1390000.0
968653,120.0,93070,Maison,1020000.0
955630,76.0,92050,Appartement,427500.0
1056665,40.0,75115,Appartement,440000.0
1032689,19.0,75119,Appartement,192500.0
977154,135.0,93005,Maison,385000.0
996094,81.0,94058,Appartement,500000.0
997103,59.0,94003,Appartement,331810.0
1045041,25.0,75118,Appartement,100000.0
957481,36.0,92012,Appartement,323900.0
1061689,29.0,75106,Appartement,48970.59
957406,104.0,92060,Appartement,593500.0
1046552,32.0,75120,Appartement,277000.0
958954,64.0,92023,Appartement,440000.0
991224,27.0,94076,Appartement,129465.76
1044623,105.0,75103,Appartement,1325000.0
947340,84.0,92063,Maison,650000.0
984111,22.0,94044,Appartement,135000.0
947178,95.0,92050,Maison,587000.0
1043625,46.0,75117,Appartement,621565.0
1032917,46.0,75117,Appartement,525000.0
999660,26.0,94017,Maison,167000.0
1035351,33.0,75108,Appartement,430080.0
1040604,47.0,75110,Appartement,473000.0
970897,55.0,93001,Appartement,147000.0
956492,50.0,92009,Appartement,300000.0
1042241,54.0,75120,Appartement,508000.0
955133,91.0,92063,Appartement,519650.0
1050230,45.0,75107,Appartement,640000.0
1033625,20.0,75119,Appartement,175000.0
1046287,26.0,75118,Appartement,300000.0
1058486,53.0,75105,Appartement,650000.0
956359,90.0,92063,Maison,845892.0
960339,22.0,92012,Appartement,215000.0
1036039,36.0,75118,Appartement,300000.0
966077,45.0,92040,Appartement,385000.0
1065210,20.0,75106,Appartement,2866500.0
1055504,115.0,75116,Appartement,1186600.0
975224,92.0,93050,Appartement,196000.0
965882,25.0,92012,Appartement,220000.0
1045334,19.0,75120,Appartement,161000.0
1033869,62.0,75118,Appartement,800000.0
948476,24.0,92035,Appartement,179000.0
1063125,130.0,75116,Appartement,1700000.0
954488,106.0,92050,Maison,922700.0
965737,30.0,92060,Appartement,170000.0
979426,37.0,93053,Appartement,140000.0
987597,114.0,94022,Maison,430000.0
949638,81.0,92063,Appartement,715000.0
1040556,115.0,75117,Appartement,1448450.0
945348,125.0,92025,Maison,825000.0
1052375,88.0,75115,Appartement,792500.0
962627,70.0,92020,Appartement,530000.0
958658,30.0,92002,Maison,500500.0
997916,81.0,94016,Appartement,412600.0
1038011,73.0,75109,Appartement,790550.0
1061152,54.0,75111,Appartement,463000.0
985014,85.0,94052,Appartement,604000.0
1049972,28.0,75114,Appartement,250000.0
1042709,32.0,75109,Appartement,431970.0
946022,295.0,92063,Maison,2739500.0
977816,47.0,93013,Appartement,165000.0
947162,10.0,92063,Appartement,275000.0
991051,106.0,94068,Appartement,661000.0
980514,57.0,93051,Maison,410000.0
970648,64.0,93070,Appartement,452924.0
968064,60.0,93001,Appartement,175000.0
952294,161.0,92044,Appartement,1840275.0
1000677,71.0,94002,Appartement,371375.0
1029237,33.0,75119,Appartement,273000.0
1064545,87.0,75115,Appartement,1500000.0
1050418,148.0,75116,Appartement,1585000.0
956928,85.0,92014,Appartement,443085.0
972124,76.0,93010,Appartement,214000.0
1042858,178.0,75117,Appartement,2698700.0
953020,20.0,92024,Appartement,179980.0
946216,46.0,92004,Appartement,328500.0
1062843,65.0,75114,Appartement,600000.0
977717,108.0,93059,Maison,328000.0
1036407,24.0,75119,Appartement,235000.0
998589,30.0,94058,Appartement,203850.0
1042779,24.0,75109,Appartement,310417.0
946426,60.0,92062,Appartement,455000.0
1048049,30.0,75111,Appartement,424000.0
945587,22.0,92026,Appartement,187000.0
945586,14.0,92024,Appartement,110000.0
1052113,73.0,75116,Appartement,435000.0
967165,65.0,93057,Appartement,220000.0
1045608,41.0,75117,Appartement,440000.0
1049715,85.0,75116,Appartement,860000.0
953122,59.0,92004,Appartement,428000.0
1000249,72.0,94028,Maison,665000.0
1001008,18.0,94081,Appartement,97000.0
1063078,71.0,75114,Appartement,1085000.0
1032135,23.0,75117,Appartement,200000.0
987845,28.0,94044,Appartement,108000.0
998251,48.0,94081,Appartement,264000.0
1032462,42.0,75118,Appartement,555000.0
967776,20.0,93013,Appartement,113000.0
949645,35.0,92035,Appartement,270000.0
986517,63.0,94011,Appartement,195000.0
1032584,19.0,75110,Appartement,170000.0
1048826,26.0,75112,Appartement,267500.0
1052158,40.0,75115,Appartement,413000.0
967898,23.0,93048,Appartement,223200.0
960617,15.0,92012,Appartement,180390.0
995661,63.0,94068,Appartement,370000.0
1059720,29.0,75112,Appartement,325200.0
993408,80.0,94003,Maison,579000.0
1052912,92.0,75115,Appartement,1125000.0
1061367,30.0,75105,Appartement,442100.0
1031910,37.0,75119,Appartement,322500.0
1037666,18.0,75117,Appartement,180000.0
1050181,51.0,75112,Appartement,470000.0
969405,99.0,93046,Appartement,290000.0
1041679,33.0,75117,Appartement,370000.0
996872,64.0,94052,Appartement,395000.0
975546,80.0,93049,Appartement,250000.0
967859,47.0,93027,Maison,210000.0
1045988,33.0,75118,Appartement,321400.0
1041418,48.0,75109,Appartement,490000.0
951039,90.0,92044,Appartement,915320.0
978713,89.0,93046,Appartement,289000.0
1059024,91.0,75112,Appartement,935000.0
955250,75.0,92026,Appartement,400000.0
1039454,55.0,75102,Appartement,644382.6
1041245,92.0,75110,Appartement,1080000.0
995729,38.0,94028,Appartement,199000.0
1062119,12.0,75116,Appartement,165000.0
951985,53.0,92025,Maison,915000.0
1051611,53.0,75116,Appartement,771775.0
1034371,40.0,75118,Appartement,415180.0
1050474,30.0,75115,Appartement,325000.0
986097,34.0,94067,Appartement,330000.0
1041015,51.0,75118,Appartement,645000.0
1029301,25.0,75117,Appartement,326000.0
970473,75.0,93031,Appartement,140000.0
959837,33.0,92040,Appartement,292000.0
961537,49.0,92019,Appartement,277450.0
950821,47.0,92004,Appartement,525000.0
972670,106.0,93073,Maison,290000.0
1031567,10.0,75109,Appartement,919100.0
1040708,24.0,75118,Appartement,325175.0
955376,71.0,92050,Appartement,235800.0
980899,84.0,93078,Maison,330000.0
1030140,48.0,75118,Appartement,455000.0
999797,43.0,94073,Appartement,150600.0
961951,64.0,92032,Appartement,276000.0
965194,74.0,92040,Appartement,720000.0
984808,44.0,94019,Appartement,155000.0
959191,70.0,92077,Appartement,403340.0
954305,65.0,92024,Appartement,668100.0
980681,60.0,93010,Appartement,190200.0
1046862,27.0,75109,Appartement,356000.0
976527,67.0,93050,Appartement,215000.0
1045871,23.0,75108,Appartement,965650.0
970404,28.0,93001,Appartement,71000.0
956154,65.0,92004,Appartement,577500.0
947181,44.0,92062,Appartement,410000.0
1036548,35.0,75118,Appartement,229900.0
957628,32.0,92012,Appartement,206000.0
970538,40.0,93045,Appartement,222750.0
979372,92.0,93048,Maison,615000.0
964180,88.0,92012,Appartement,510800.0
995493,138.0,94017,Maison,410000.0
1043083,46.0,75102,Appartement,565000.0
1035245,38.0,75119,Appartement,327000.0
983037,80.0,93029,Maison,365000.0
1041155,25.0,75119,Appartement,180800.0
999381,27.0,94002,Appartement,230000.0
1056723,117.0,75116,Appartement,2041000.0
956137,48.0,92026,Appartement,422000.0
973371,79.0,93066,Appartement,290000.0
989160,68.0,94068,Appartement,290000.0
972401,82.0,93078,Maison,240000.0
971133,17.0,93053,Appartement,60000.0
1051417,8.0,75115,Appartement,312000.0
1051090,50.0,75116,Appartement,545000.0
956345,32.0,92044,Appartement,1200000.0
983306,75.0,93066,Appartement,290000.0
984963,184.0,94058,Maison,945000.0
999989,113.0,94001,Maison,400000.0
1051964,32.0,75114,Appartement,370000.0
1040606,75.0,75104,Appartement,1135000.0
979649,86.0,93053,Appartement,279000.0
1038263,66.0,75110,Appartement,600000.0
947628,92.0,92063,Appartement,753600.0
972127,150.0,93032,Maison,745000.0
948624,99.0,92035,Appartement,745000.0
962854,29.0,92040,Appartement,300000.0
964986,71.0,92071,Appartement,20000.0
967290,95.0,93032,Maison,335000.0
949663,69.0,92004,Appartement,285000.0
1031040,38.0,75104,Appartement,485000.0
947928,76.0,92025,Maison,650000.0
973718,53.0,93061,Appartement,525000.0
972959,46.0,93051,Appartement,230000.0
950298,120.0,92035,Maison,1289000.0
1041893,60.0,75118,Appartement,650000.0
964331,31.0,92012,Appartement,260000.0
976865,115.0,93062,Maison,664650.0
971927,35.0,93061,Appartement,268000.0
1039031,32.0,75120,Appartement,315000.0
1035942,115.0,75118,Appartement,2800000.0
974424,79.0,93057,Maison,355000.0
1032789,28.0,75104,Appartement,750000.0
980229,50.0,93032,Maison,277000.0
979494,30.0,93055,Appartement,145000.0
1064992,35.0,75112,Appartement,255000.0
960763,59.0,92012,Maison,1200000.0
1056172,69.0,75116,Appartement,645000.0
1039941,58.0,75118,Appartement,575000.0
1058964,83.0,75107,Appartement,1460000.0
1057869,71.0,75112,Appartement,758944.0
1053117,60.0,75116,Appartement,12980.0
1060072,76.0,75112,Appartement,780000.0
968230,26.0,93055,Appartement,161000.0
1056244,23.0,75111,Appartement,190000.0
981458,47.0,93048,Appartement,197200.0
1062488,34.0,75115,Appartement,374450.0
1001118,21.0,94068,Appartement,100000.0
972673,51.0,93031,Appartement,168000.0
997830,130.0,94081,Maison,539000.0
1039461,60.0,75117,Appartement,750000.0
974643,110.0,93014,Maison,480000.0
965961,19.0,92023,Appartement,60000.0
996655,50.0,94058,Appartement,335000.0
989175,78.0,94022,Appartement,298000.0
984392,93.0,94022,Maison,378000.0
1055228,15.0,75111,Appartement,150000.0
1060350,38.0,75111,Appartement,452000.0
989214,92.0,94003,Maison,365000.0
1035348,36.0,75110,Appartement,553320.0
1032947,39.0,75110,Appartement,479700.0
1049153,32.0,75105,Appartement,390000.0
992029,47.0,94081,Appartement,163000.0
977881,108.0,93031,Maison,580000.0
1037594,35.0,75102,Appartement,307000.0
1062924,26.0,75112,Appartement,140000.0
1039030,68.0,75118,Appartement,590000.0
985287,52.0,94071,Appartement,197500.0
1033220,35.0,75118,Appartement,414670.0
1037101,51.0,75109,Appartement,584800.0
1054295,14.0,75107,Appartement,600000.0
955340,30.0,92044,Appartement,300000.0
1001195,54.0,94017,Maison,330000.0
1049403,75.0,75111,Appartement,1100000.0
1036660,79.0,75117,Appartement,900000.0
975435,84.0,93007,Maison,377500.0
958606,21.0,92012,Appartement,185000.0
1032739,48.0,75108,Appartement,1095000.0
969814,59.0,93070,Appartement,440000.0
1051401,95.0,75116,Appartement,1015000.0
996900,240.0,94060,Maison,735000.0
975528,78.0,93010,Appartement,180000.0
957063,19.0,92049,Appartement,151000.0
984228,73.0,94052,Appartement,320000.0
1039056,48.0,75117,Appartement,599769.0
1031001,105.0,75118,Appartement,761150.0
953320,220.0,92051,Appartement,2665000.0
1061796,37.0,75115,Appartement,392314.0
1057606,30.0,75113,Appartement,335000.0
990057,78.0,94037,Appartement,438900.0
1040836,47.0,75110,Appartement,676215.0
1061890,21.0,75105,Appartement,500230.0
975529,49.0,93050,Appartement,200000.0
962846,42.0,92012,Appartement,321000.0
1034648,38.0,75109,Appartement,350000.0
971432,123.0,93013,Maison,380000.0
1061857,60.0,75116,Appartement,771776.0
1046221,28.0,75119,Appartement,239000.0
973631,34.0,93070,Appartement,199000.0
963806,83.0,92076,Appartement,590000.0
947328,60.0,92051,Appartement,600000.0
1037886,39.0,75117,Appartement,612650.0
1030556,24.0,75102,Appartement,250000.0
1051981,22.0,75112,Appartement,130000.0
1029260,87.0,75120,Appartement,860000.0
990033,51.0,94076,Appartement,220000.0
1061528,32.0,75114,Appartement,423900.0
997671,21.0,94058,Appartement,105000.0
1036278,37.0,75120,Appartement,370000.0
1031878,35.0,75102,Appartement,530000.0
997901,39.0,94016,Appartement,259252.0
1064995,17.0,75114,Appartement,45000.0
1042943,56.0,75118,Appartement,465000.0
1053690,28.0,75111,Appartement,245000.0
952050,50.0,92050,Appartement,226000.0
967789,86.0,93046,Maison,309000.0
967993,68.0,93046,Maison,356670.0
1054470,190.0,75116,Appartement,2659800.0
968282,81.0,93073,Maison,260000.0
1040395,68.0,75110,Appartement,500000.0
979597,38.0,93070,Appartement,170000.0
1046190,33.0,75120,Appartement,404800.0
986337,42.0,94052,Appartement,265000.0
959410,42.0,92019,Appartement,183000.0
973091,100.0,93010,Maison,450000.0
955920,19.0,92024,Appartement,90900.0
958345,60.0,92072,Appartement,286566.0
967494,28.0,93001,Appartement,220000.0
968169,68.0,93010,Appartement,195000.0
976137,31.0,93072,Appartement,110000.0
1035622,13.0,75103,Appartement,120000.0
978054,25.0,93055,Appartement,150000.0
1049101,95.0,75115,Appartement,940000.0
1050286,15.0,75111,Appartement,197700.0
980437,67.0,93001,Appartement,295000.0
948781,69.0,92063,Appartement,477870.0
947347,40.0,92009,Appartement,150000.0
993632,21.0,94033,Appartement,160000.0
1047283,74.0,75115,Appartement,797900.0
1030294,19.0,75102,Appartement,210000.0
977623,66.0,93029,Appartement,212400.0
983012,95.0,93070,Appartement,740000.0
974409,40.0,93049,Appartement,145500.0
1052178,53.0,75112,Appartement,607718.0
997277,24.0,94068,Appartement,137000.0
974277,82.0,93029,Maison,260000.0
957892,60.0,92012,Appartement,545000.0
986416,58.0,94052,Appartement,1475250.0
947496,36.0,92073,Appartement,259810.0
1000868,50.0,94019,Appartement,242950.0
1031859,37.0,75117,Appartement,515500.0
1041758,24.0,75117,Appartement,298000.0
1053048,22.0,75112,Appartement,1000000.0
949565,49.0,92026,Appartement,269100.0
1041163,17.0,75118,Appartement,170000.0
989634,66.0,94016,Appartement,362500.0
1043954,38.0,75120,Appartement,288500.0
947422,37.0,92024,Appartement,306000.0
981429,62.0,93031,Appartement,129000.0
1001120,69.0,94058,Appartement,425000.0
957477,83.0,92040,Appartement,638000.0
1034203,29.0,75117,Appartement,319000.0
982812,104.0,93053,Appartement,275000.0
1050946,40.0,75112,Appartement,469200.0
956461,55.0,92063,Appartement,114680.0
1058858,15.0,75111,Appartement,210000.0
1035038,40.0,75118,Appartement,327100.0
960231,96.0,92023,Maison,743300.0
971250,54.0,93046,Appartement,142000.0
967276,63.0,93001,Appartement,389000.0
1058672,47.0,75114,Appartement,580000.0
994104,34.0,94080,Appartement,297385.0
968567,60.0,93031,Appartement,230000.0
953073,49.0,92062,Appartement,600000.0
1030475,28.0,75120,Appartement,175000.0
953997,47.0,92004,Appartement,361250.0
1061508,19.0,75111,Appartement,195000.0
945812,19.0,92004,Appartement,135000.0
1056079,30.0,75116,Appartement,329421.0
960242,44.0,92022,Appartement,282750.0
969858,81.0,93059,Appartement,192000.0
950228,115.0,92050,Maison,900000.0
996011,106.0,94046,Appartement,552000.0
1060328,36.0,75111,Appartement,397000.0
1000444,32.0,94078,Appartement,300000.0
995440,32.0,94038,Appartement,148000.0
998559,112.0,94068,Maison,552000.0
980482,45.0,93055,Appartement,375200.0
1047043,37.0,75114,Appartement,780000.0
1064728,75.0,75106,Appartement,1290000.0
1041824,60.0,75104,Appartement,930000.0
971201,83.0,93032,Appartement,292000.0
951592,55.0,92024,Appartement,467000.0
977012,75.0,93063,Maison,599000.0
964549,58.0,92023,Appartement,310000.0
1056956,82.0,75112,Appartement,775300.0
992987,78.0,94046,Appartement,423000.0
989847,88.0,94016,Maison,600000.0
992008,160.0,94015,Maison,945000.0
1059814,70.0,75116,Appartement,442500.0
1033036,72.0,75109,Appartement,820000.0
982691,16.0,93045,Appartement,320000.0
987017,96.0,94081,Appartement,250000.0
1035316,34.0,75119,Appartement,292000.0
987450,93.0,94054,Maison,356300.0
949489,55.0,92051,Appartement,660000.0
1051455,25.0,75113,Appartement,265000.0
1001217,83.0,94038,Appartement,370000.0
955021,40.0,92024,Appartement,405000.0
1048513,15.0,75105,Appartement,228000.0
988390,63.0,94068,Appartement,402006.0
983476,61.0,93051,Appartement,343000.0
998000,78.0,94018,Appartement,620385.0
986642,58.0,94015,Appartement,303000.0
987117,78.0,94018,Appartement,766200.0
1035555,40.0,75104,Appartement,900000.0
967315,131.0,93032,Maison,453500.0
996828,35.0,94053,Appartement,400000.0
1046157,31.0,75117,Appartement,220738.05
992007,89.0,94002,Appartement,520000.0
980735,44.0,93031,Appartement,185000.0
976106,88.0,93078,Maison,271000.0
1051215,24.0,75115,Appartement,250000.0
1051837,47.0,75112,Appartement,535000.0
